reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.01,49.60307450423304
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.025,73.53979151080992
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.05,84.39455936515209
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.1,102.1114917527421
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.15,111.82591737508554
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.2,117.721730479495
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.25,121.65841790852278
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.3,125.45506845901227
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.35,128.6765143883296
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.4,133.26068942282916
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.45,139.70408137206857
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.5,142.48808374468933
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.55,147.6127104300927
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.6,152.7178504709828
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.65,158.60832461412252
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.7,161.93687422329452
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.75,167.60658501131363
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.8,174.10174574994898
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.85,184.23756893444397
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.9,191.42211488724067
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.95,206.07008662779165
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.975,248.02286086336622
2024-01-27,01,0,wk inc flu hosp,2024-01-27,quantile,0.99,306.26765091140777
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.01,37.71414334723226
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.025,51.78564394806641
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.05,62.458850153416215
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.1,76.1541199297541
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.15,86.427170062631
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.2,91.62058447930795
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.25,95.7059289593555
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.3,101.06179712167045
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.35,106.12216789034868
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.4,112.6287121866693
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.45,120.20255030751758
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.5,124.14452708880013
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.55,129.36348369486637
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.6,136.61415641241257
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.65,141.40520982610215
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.7,149.53998437323202
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.75,160.64097979352513
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.8,172.01954875925006
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.85,189.64147076156468
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.9,200.31987014656272
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.95,229.70545728003003
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.975,287.13519943659065
2024-01-27,01,1,wk inc flu hosp,2024-02-03,quantile,0.99,352.1725894807498
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.01,23.11074665820088
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.025,34.877520128528325
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.05,44.640934786391554
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.1,58.365948786994075
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.15,65.79549867992559
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.2,69.64477124773566
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.25,76.01258171842855
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.3,82.39040576781113
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.35,86.18083985361729
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.4,90.45759629903174
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.45,96.8515558228942
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.5,105.01771347885463
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.55,110.61172922002044
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.6,118.53841043395207
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.65,122.85417867188765
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.7,129.94910463216252
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.75,141.3196449070449
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.8,151.03948232270477
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.85,168.0825479511564
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.9,186.85734358244144
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.95,239.21853835505783
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.975,322.9647637105478
2024-01-27,01,2,wk inc flu hosp,2024-02-10,quantile,0.99,397.50124164930025
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.01,15.076957922591497
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.025,25.35169074851142
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.05,33.37649094092431
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.1,41.73516637340583
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.15,48.92559964408385
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.2,54.83241244192612
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.25,60.39631053542297
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.3,64.81638249153974
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.35,66.9352883697121
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.4,71.1650141385027
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.45,77.64621511963534
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.5,85.10023398378567
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.55,95.5002433550361
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.6,101.88408987753265
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.65,103.89235960373165
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.7,113.0090369734724
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.75,123.24712741083437
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.8,132.3488099561538
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.85,150.61495394204644
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.9,179.99535417054562
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.95,243.74704139875422
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.975,343.32185632818243
2024-01-27,01,3,wk inc flu hosp,2024-02-17,quantile,0.99,418.1645853664596
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.01,1.889799417957681
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.025,3.2085429945361437
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.05,3.2553375841987613
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.1,4.5148793656165624
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.15,5.829366692142229
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.2,6.521967339139605
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.25,7.023146725115817
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.3,7.744988701859924
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.35,8.48418864344245
2024-01-27,02,0,wk inc flu hosp,2024-01-27,quantile,0.4,8.842802649808139
