reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.01,68.87604198695028
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.025,100.34792199834018
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.05,113.11106408333528
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.1,121.01446133602693
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.15,133.7855392985203
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.2,140.37277233724046
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.25,146.7650134350041
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.3,157.35112127265046
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.35,164.46676325095956
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.4,172.59951839497808
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.45,179.37386428108653
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.5,188.00837632793298
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.55,193.94147277014292
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.6,199.90272957312538
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.65,208.35259078275004
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.7,213.08615520390566
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.75,218.25029287432872
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.8,223.8226267113938
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.85,232.82223569279
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.9,244.8492303986266
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.95,262.17551224887654
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.975,277.1947719241913
2023-12-23,01,0,wk inc flu hosp,2023-12-23,quantile,0.99,299.33527151844464
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.01,52.126189704461694
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.025,82.83528378850593
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.05,101.96131501552489
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.1,114.7992251283279
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.15,132.2702478630381
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.2,143.12061857462842
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.25,153.27839553880685
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.3,166.9294598760191
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.35,178.9370139477371
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.4,189.30122470160393
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.45,200.21794428649469
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.5,215.62972699489995
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.55,225.8564707257235
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.6,236.90693527275639
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.65,247.66074966003438
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.7,262.65976864300967
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.75,278.7957532683318
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.8,293.4973823180636
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.85,314.5179244634801
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.9,330.3333078819728
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.95,345.06031449414877
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.975,372.17067583667813
2023-12-23,01,1,wk inc flu hosp,2023-12-30,quantile,0.99,399.2047548672447
2023-12-23,01,2,wk inc flu hosp,2024-01-06,quantile,0.01,40.226926989982246
2023-12-23,01,2,wk inc flu hosp,2024-01-06,quantile,0.025,74.37659546292761
2023-12-23,01,2,wk inc flu hosp,2024-01-06,quantile,0.05,92.54242772624488
2023-12-23,01,2,wk inc flu hosp,2024-01-06,quantile,0.1,108.92992547059843
